JudgeID	HitGroupDataInt	HitDataInt	HitState	HitType	Price	JudgmentState	JudgmentDataInt	JudgmentDataIntName	JudgmentSubmitTime	JudgmentTypeID	JudgmentType	Consensus	TimeSpentOnJudgment	HitGroupID	HitID	lp_id	ImageSource	ImgUrl	JudgmentID	OtherComment	FinalDecision	Imageclarity	BrightnessContrastColorSaturation	SubjectClarity	TextLogoClarity	CompositionLayout	RealisticPhysicallyPlausible	MainSubjectClarityBadOpotion
3496659	-1	-1	0	Normal		2	0		2/27/2026 3:28:13 AM	0	Normal		44613	334885905	472659382	0227_Internal10038_Prompt4.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal10038_Prompt4.jpg	1305558029	N/A	Fair	Good	Good	Fair	GoodOrN/A	Fair	GoodOrN/A	Crop
3496659	-1	-1	0	Normal		2	0		2/27/2026 3:29:10 AM	0	Normal		54960	334885532	472659009	0227_Internal10043_Prompt2.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal10043_Prompt2.jpg	1305556909	N/A	Good	Good	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	
1628038	-1	-1	0	Normal		2	0		2/27/2026 3:29:35 AM	0	Normal		86522	334885816	472659293	0227_Internal10028_Prompt4.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal10028_Prompt4.jpg	1305557760	N/A	Good	Good	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	
3496659	-1	-1	0	Normal		2	0		2/27/2026 3:30:16 AM	0	Normal		64447	334885435	472658912	0227_Internal10067_Prompt5.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal10067_Prompt5.jpg	1305556617	N/A	Good	Good	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	
3496659	-1	-1	0	Normal		2	0		2/27/2026 3:30:58 AM	0	Normal		41147	334885906	472659383	0227_Internal10036_Prompt4.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal10036_Prompt4.jpg	1305558032	N/A	Good	Good	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	
3496659	-1	-1	0	Normal		2	0		2/27/2026 3:31:26 AM	0	Normal		27555	334885691	472659168	0227_Internal10034_Prompt3.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal10034_Prompt3.jpg	1305557385	N/A	Bad	Bad	Bad	GoodOrN/A	Bad	Good	GoodOrN/A	
3496659	-1	-1	0	Normal		2	0		2/27/2026 3:32:37 AM	0	Normal		69436	334885859	472659336	0227_Internal10018_Prompt2.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal10018_Prompt2.jpg	1305557889	N/A	Bad	Good	Good	GoodOrN/A	GoodOrN/A	Good	Bad	
3496659	-1	-1	0	Normal		2	0		2/27/2026 3:33:12 AM	0	Normal		33055	334885436	472658913	0227_Internal10060_Prompt4.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal10060_Prompt4.jpg	1305556621	N/A	Bad	Good	Good	Bad	GoodOrN/A	Bad	GoodOrN/A	Crop,Obstruction
3496659	-1	-1	0	Normal		2	0		2/27/2026 3:33:51 AM	0	Normal		38487	334885857	472659334	0227_Internal1001_Prompt1.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal1001_Prompt1.jpg	1305557885	N/A	Good	Good	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	
3496659	-1	-1	0	Normal		2	0		2/27/2026 3:34:50 AM	0	Normal		58252	334885692	472659169	0227_Internal10072_Prompt5.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal10072_Prompt5.jpg	1305557389	N/A	Bad	Bad	Good	Bad	GoodOrN/A	Bad	GoodOrN/A	Crop
1628038	-1	-1	0	Normal		2	0		2/27/2026 3:35:28 AM	0	Normal		120000	334885614	472659091	0227_Internal10087_Prompt1.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal10087_Prompt1.jpg	1305557154	N/A	Good	Good	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	
3496659	-1	-1	0	Normal		2	0		2/27/2026 3:35:34 AM	0	Normal		42835	334885475	472658952	0227_Internal1004_Prompt2.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal1004_Prompt2.jpg	1305556737	N/A	Logo	N/A	N/A	N/A	N/A	N/A	N/A	
1038785	-1	-1	0	Normal		2	0		2/27/2026 3:36:15 AM	0	Normal		63726	334885474	472658951	0227_Internal10051_Prompt4.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal10051_Prompt4.jpg	1305556736	N/A	Bad	Good	Good	GoodOrN/A	GoodOrN/A	Good	Bad	
3496659	-1	-1	0	Normal		2	0		2/27/2026 3:36:17 AM	0	Normal		42667	334885860	472659337	0227_Internal10028_Prompt2.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal10028_Prompt2.jpg	1305557893	N/A	Bad	Good	Good	Bad	GoodOrN/A	Bad	Bad	Crop,Obstruction
1038785	-1	-1	0	Normal		2	0		2/27/2026 3:37:07 AM	0	Normal		51909	334885464	472658941	0227_Internal10086_Prompt2.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal10086_Prompt2.jpg	1305556704	N/A	Good	Good	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	
3496659	-1	-1	0	Normal		2	0		2/27/2026 3:37:09 AM	0	Normal		49594	334885476	472658953	0227_Internal10040_Prompt1.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal10040_Prompt1.jpg	1305556741	N/A	Good	Good	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	
3496659	-1	-1	0	Normal		2	0		2/27/2026 3:38:01 AM	0	Normal		51452	334885538	472659015	0227_Internal10063_Prompt3.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal10063_Prompt3.jpg	1305556928	N/A	Fair	Good	Good	Fair	Fair	Fair	GoodOrN/A	Crop
1038785	-1	-1	0	Normal		2	0		2/27/2026 3:38:10 AM	0	Normal		62491	334885463	472658940	0227_Internal10081_Prompt2.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal10081_Prompt2.jpg	1305556701	N/A	Bad	Good	Fair	GoodOrN/A	GoodOrN/A	Good	Bad	
1628038	-1	-1	0	Normal		2	0		2/27/2026 3:38:21 AM	0	Normal		120000	334885880	472659357	0227_Internal10084_Prompt3.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal10084_Prompt3.jpg	1305557952	N/A	Bad	Good	Good	GoodOrN/A	GoodOrN/A	Good	Bad	
3496659	-1	-1	0	Normal		2	0		2/27/2026 3:38:46 AM	0	Normal		44361	334885851	472659328	0227_Internal10075_Prompt1.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal10075_Prompt1.jpg	1305557865	N/A	Good	Good	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	
1628038	-1	-1	0	Normal		2	0		2/27/2026 3:38:49 AM	0	Normal		27539	334885612	472659089	0227_Internal10092_Prompt1.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal10092_Prompt1.jpg	1305557148	N/A	Bad	Good	Good	GoodOrN/A	GoodOrN/A	Good	Bad	
1038785	-1	-1	0	Normal		2	0		2/27/2026 3:38:58 AM	0	Normal		47015	334885466	472658943	0227_Internal10025_Prompt3.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal10025_Prompt3.jpg	1305556710	N/A	Bad	Good	Good	GoodOrN/A	GoodOrN/A	Good	Bad	
1628038	-1	-1	0	Normal		2	0		2/27/2026 3:39:03 AM	0	Normal		13590	334885490	472658967	0227_Internal10046_Prompt5.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal10046_Prompt5.jpg	1305556783	N/A	Good	Good	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	
1628038	-1	-1	0	Normal		2	0		2/27/2026 3:39:16 AM	0	Normal		12217	334885487	472658964	0227_Internal10030_Prompt3.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal10030_Prompt3.jpg	1305556773	N/A	Good	Good	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	
1038785	-1	-1	0	Normal		2	0		2/27/2026 3:39:50 AM	0	Normal		51107	334885544	472659021	0227_Internal1001_Prompt2.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal1001_Prompt2.jpg	1305556946	N/A	Bad	Good	Good	GoodOrN/A	GoodOrN/A	Good	Bad	
1628038	-1	-1	0	Normal		2	0		2/27/2026 3:39:52 AM	0	Normal		35657	334885650	472659127	0227_Internal10091_Prompt4.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal10091_Prompt4.jpg	1305557262	N/A	Bad	Good	Good	GoodOrN/A	GoodOrN/A	Good	Bad	
1038785	-1	-1	0	Normal		2	0		2/27/2026 3:40:39 AM	0	Normal		47111	334885586	472659063	0227_Internal10062_Prompt1.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal10062_Prompt1.jpg	1305557072	N/A	Bad	Good	Good	GoodOrN/A	GoodOrN/A	Good	Bad	
3496659	-1	-1	0	Normal		2	0		2/27/2026 3:40:42 AM	0	Normal		115262	334885533	472659010	0227_Internal10033_Prompt3.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal10033_Prompt3.jpg	1305556911	N/A	Bad	Bad	Bad	Bad	Bad	Good	Bad	Obstruction
1038785	-1	-1	0	Normal		2	0		2/27/2026 3:41:34 AM	0	Normal		53790	334885584	472659061	0227_Internal10045_Prompt2.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal10045_Prompt2.jpg	1305557066	N/A	Good	Good	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	
3496659	-1	-1	0	Normal		2	0		2/27/2026 3:41:39 AM	0	Normal		54675	334885741	472659218	0227_Internal10024_Prompt5.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal10024_Prompt5.jpg	1305557535	N/A	Good	Good	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	
1628038	-1	-1	0	Normal		2	0		2/27/2026 3:41:48 AM	0	Normal		114250	334885794	472659271	0227_Internal10074_Prompt3.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal10074_Prompt3.jpg	1305557694	N/A	Good	Good	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	
1628038	-1	-1	0	Normal		2	0		2/27/2026 3:42:09 AM	0	Normal		21027	334885555	472659032	0227_Internal10032_Prompt5.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal10032_Prompt5.jpg	1305556977	N/A	Bad	Good	Good	GoodOrN/A	GoodOrN/A	Good	Bad	
1038785	-1	-1	0	Normal		2	0		2/27/2026 3:42:25 AM	0	Normal		50371	334885581	472659058	0227_Internal10034_Prompt1.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal10034_Prompt1.jpg	1305557055	N/A	Good	Good	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	
3496659	-1	-1	0	Normal		2	0		2/27/2026 3:42:37 AM	0	Normal		56194	334885866	472659343	0227_Internal10054_Prompt2.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal10054_Prompt2.jpg	1305557912	N/A	Bad	Good	Good	Bad	GoodOrN/A	Bad	Bad	Crop
3496659	-1	-1	0	Normal		2	0		2/27/2026 3:43:10 AM	0	Normal		33058	334885534	472659011	0227_Internal10073_Prompt1.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal10073_Prompt1.jpg	1305556916	N/A	Bad	Good	Good	Bad	GoodOrN/A	Bad	GoodOrN/A	Crop,Obstruction
1038785	-1	-1	0	Normal		2	0		2/27/2026 3:43:20 AM	0	Normal		54122	334885703	472659180	0227_Internal10029_Prompt5.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal10029_Prompt5.jpg	1305557423	N/A	Fair	Good	Good	GoodOrN/A	Fair	Good	GoodOrN/A	
3496659	-1	-1	0	Normal		2	0		2/27/2026 3:43:48 AM	0	Normal		37059	334885740	472659217	0227_Internal10095_Prompt5.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal10095_Prompt5.jpg	1305557533	N/A	Bad	Fair	Fair	Bad	GoodOrN/A	Bad	GoodOrN/A	Crop
1038785	-1	-1	0	Normal		2	0		2/27/2026 3:44:08 AM	0	Normal		47428	334885808	472659285	0227_Internal10046_Prompt4.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal10046_Prompt4.jpg	1305557738	N/A	Good	Good	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	
3496659	-1	-1	0	Normal		2	0		2/27/2026 3:44:22 AM	0	Normal		33476	334885698	472659175	0227_Internal10099_Prompt5.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal10099_Prompt5.jpg	1305557407	N/A	Good	Good	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	
1628038	-1	-1	0	Normal		2	0		2/27/2026 3:44:29 AM	0	Normal		120000	334885636	472659113	0227_Internal10036_Prompt3.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal10036_Prompt3.jpg	1305557220	N/A	Good	Good	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	
1628038	-1	-1	0	Normal		2	0		2/27/2026 3:44:58 AM	0	Normal		28668	334885423	472658900	0227_Internal10025_Prompt1.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal10025_Prompt1.jpg	1305556581	N/A	Bad	Good	Good	GoodOrN/A	GoodOrN/A	Good	Bad	
1038785	-1	-1	0	Normal		2	0		2/27/2026 3:45:09 AM	0	Normal		58049	334885745	472659222	0227_Internal10079_Prompt5.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal10079_Prompt5.jpg	1305557549	N/A	Good	Good	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	
3496659	-1	-1	0	Normal		2	0		2/27/2026 3:45:47 AM	0	Normal		84332	334885482	472658959	0227_Internal10093_Prompt1.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal10093_Prompt1.jpg	1305556760	N/A	Good	Good	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	
1038785	-1	-1	0	Normal		2	0		2/27/2026 3:46:13 AM	0	Normal		63910	334885908	472659385	0227_Internal10093_Prompt2.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal10093_Prompt2.jpg	1305558038	N/A	Good	Good	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	
1628038	-1	-1	0	Normal		2	0		2/27/2026 3:46:50 AM	0	Normal		109118	334885649	472659126	0227_Internal10090_Prompt4.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal10090_Prompt4.jpg	1305557259	N/A	Good	Good	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	
1038785	-1	-1	0	Normal		2	0		2/27/2026 3:47:14 AM	0	Normal		59642	334885542	472659019	0227_Internal10052_Prompt2.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal10052_Prompt2.jpg	1305556940	N/A	Good	Good	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	
3496659	-1	-1	0	Normal		2	0		2/27/2026 3:47:19 AM	0	Normal		89974	334885442	472658919	0227_Internal10014_Prompt3.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal10014_Prompt3.jpg	1305556639	N/A	Good	Good	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	
1628038	-1	-1	0	Normal		2	0		2/27/2026 3:47:27 AM	0	Normal		36542	334885613	472659090	0227_Internal10069_Prompt1.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal10069_Prompt1.jpg	1305557152	N/A	Good	Good	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	
1038785	-1	-1	0	Normal		2	0		2/27/2026 3:48:05 AM	0	Normal		49346	334885704	472659181	0227_Internal10095_Prompt4.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal10095_Prompt4.jpg	1305557426	N/A	Good	Good	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	
3496659	-1	-1	0	Normal		2	0		2/27/2026 3:48:29 AM	0	Normal		69081	334885852	472659329	0227_Internal10017_Prompt4.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal10017_Prompt4.jpg	1305557869	N/A	Bad	Good	Good	GoodOrN/A	GoodOrN/A	Good	Bad	
1628038	-1	-1	0	Normal		2	0		2/27/2026 3:48:39 AM	0	Normal		71664	334885715	472659192	0227_Internal10078_Prompt5.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal10078_Prompt5.jpg	1305557457	N/A	Good	Good	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	
1628038	-1	-1	0	Normal		2	0		2/27/2026 3:48:53 AM	0	Normal		13912	334885426	472658903	0227_Internal1005_Prompt5.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal1005_Prompt5.jpg	1305556590	N/A	Bad	Good	Good	GoodOrN/A	GoodOrN/A	Good	Bad	
1038785	-1	-1	0	Normal		2	0		2/27/2026 3:49:02 AM	0	Normal		56615	334885583	472659060	0227_Internal10029_Prompt1.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal10029_Prompt1.jpg	1305557063	N/A	Good	Good	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	
3496659	-1	-1	0	Normal		2	0		2/27/2026 3:49:22 AM	0	Normal		50036	334885441	472658918	0227_Internal1004_Prompt4.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal1004_Prompt4.jpg	1305556637	N/A	Logo	N/A	N/A	N/A	N/A	N/A	N/A	
1038785	-1	-1	0	Normal		2	0		2/27/2026 3:50:03 AM	0	Normal		58499	334885746	472659223	0227_Internal10086_Prompt4.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal10086_Prompt4.jpg	1305557552	N/A	Good	Good	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	
1628038	-1	-1	0	Normal		2	0		2/27/2026 3:50:30 AM	0	Normal		94999	334885566	472659043	0227_Internal10033_Prompt2.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal10033_Prompt2.jpg	1305557010	N/A	Bad	Good	Good	GoodOrN/A	GoodOrN/A	Good	Bad	
3496659	-1	-1	0	Normal		2	0		2/27/2026 3:50:40 AM	0	Normal		77293	334885903	472659380	0227_Internal10066_Prompt2.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal10066_Prompt2.jpg	1305558021	N/A	Bad	Good	Good	GoodOrN/A	GoodOrN/A	Good	Bad	
1038785	-1	-1	0	Normal		2	0		2/27/2026 3:50:58 AM	0	Normal		54760	334885807	472659284	0227_Internal10019_Prompt2.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal10019_Prompt2.jpg	1305557735	N/A	Bad	Good	Fair	GoodOrN/A	Fair	Good	Bad	
3496659	-1	-1	0	Normal		2	0		2/27/2026 3:51:17 AM	0	Normal		36572	334885592	472659069	0227_Internal10017_Prompt5.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal10017_Prompt5.jpg	1305557089	N/A	Bad	Good	Good	GoodOrN/A	GoodOrN/A	Good	Bad	
1038785	-1	-1	0	Normal		2	0		2/27/2026 3:51:46 AM	0	Normal		47185	334885705	472659182	0227_Internal1008_Prompt4.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal1008_Prompt4.jpg	1305557429	N/A	Good	Good	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	
3496659	-1	-1	0	Normal		2	0		2/27/2026 3:52:11 AM	0	Normal		52573	334885697	472659174	0227_Internal10085_Prompt5.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal10085_Prompt5.jpg	1305557405	N/A	Good	Good	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	
1038785	-1	-1	0	Normal		2	0		2/27/2026 3:52:37 AM	0	Normal		50585	334885912	472659389	0227_Internal1006_Prompt4.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal1006_Prompt4.jpg	1305558050	N/A	Good	Good	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	
1628038	-1	-1	0	Normal		2	0		2/27/2026 3:53:21 AM	0	Normal		120000	334885878	472659355	0227_Internal10085_Prompt4.jpg	AdsImage_LP	https://unitorchazureblob.blob.core.windows.net/bic/0227_Internal10085_Prompt4.jpg	1305557946	N/A	Good	Good	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	
