JudgeID	HitGroupDataInt	HitDataInt	HitState	HitType	Price	JudgmentState	JudgmentDataInt	JudgmentDataIntName	JudgmentSubmitTime	JudgmentTypeID	JudgmentType	Consensus	TimeSpentOnJudgment	HitGroupID	HitID	lp_id	ImageSource	FinalUrl	ImgUrl	JudgmentID	FinalDecision	Imageclarity	BrightnessContrastColorSaturation	SubjectClarity	TextLogoClarity	CompositionLayout	RealisticPhysicallyPlausible	OtherComment	MainSubjectClarityBadOpotion
1628038	-1	-1	0	Normal		2	0		4/1/2026 4:49:47 AM	0	Normal		120000	337862868	476440040	Random200_0324_174_Prompt3.jpg	AdsT2Iv3	https://www.ford.com/local/tampa-orlando-jacksonville/incentives-offers/?model=Maverick&leadsource=fdaf-paidsearch	https://unitorchazureblob.blob.core.windows.net/bic/Random200_0324_174_Prompt3.jpg	1312998520	Bad	Good	Good	GoodOrN/A	GoodOrN/A	Good	Bad	N/A	
1628038	-1	-1	0	Normal		2	0		4/1/2026 4:50:12 AM	0	Normal		24310	337862935	476440107	Random200_0324_179_Prompt2.jpg	AdsT2Iv3	https://www.ketelone.com/vodkas	https://unitorchazureblob.blob.core.windows.net/bic/Random200_0324_179_Prompt2.jpg	1312998720	Bad	Good	Good	GoodOrN/A	GoodOrN/A	Good	Bad	N/A	
1628038	-1	-1	0	Normal		2	0		4/1/2026 4:54:07 AM	0	Normal		120000	337862330	476439502	Random200_0324_90_Prompt5.jpg	AdsT2Iv3	https://christmasatgaylordtexan.marriott.com/	https://unitorchazureblob.blob.core.windows.net/bic/Random200_0324_90_Prompt5.jpg	1312996905	Bad	Good	Good	GoodOrN/A	GoodOrN/A	Good	Bad	N/A	
1628038	-1	-1	0	Normal		2	0		4/1/2026 4:55:03 AM	0	Normal		55623	337862621	476439793	Random200_0324_8_Prompt3.jpg	AdsT2Iv3	https://www.atownrentals.com/alexandria-ky/skid-steers?sortBy=relevance&sortDirection=desc&categoryIds=20&pageSize=30&keyword=&locationIds=1	https://unitorchazureblob.blob.core.windows.net/bic/Random200_0324_8_Prompt3.jpg	1312997778	Bad	Good	Good	GoodOrN/A	GoodOrN/A	Good	Bad	N/A	
1628038	-1	-1	0	Normal		2	0		4/1/2026 4:56:17 AM	0	Normal		73337	337862168	476439340	Random200_0324_150_Prompt4.jpg	AdsT2Iv3	https://www.kayak.com.au/semi/bingadssearch/flight_origin/13998/en.html?tags=t%3A415&	https://unitorchazureblob.blob.core.windows.net/bic/Random200_0324_150_Prompt4.jpg	1312996419	Bad	Good	Good	GoodOrN/A	GoodOrN/A	Good	Bad	N/A	
1628038	-1	-1	0	Normal		2	0		4/1/2026 4:56:36 AM	0	Normal		18927	337862427	476439599	Random200_0324_41_Prompt5.jpg	AdsT2Iv3	https://www.petivity.com/products/kidney-health-strips-cat-1ct?utm_source=bing&utm_medium=cpc&utm_campaign=kidney-test-cat&utm_content=kidney-cat	https://unitorchazureblob.blob.core.windows.net/bic/Random200_0324_41_Prompt5.jpg	1312997196	Bad	Good	Good	GoodOrN/A	GoodOrN/A	Good	Bad	N/A	
1628038	-1	-1	0	Normal		2	0		4/1/2026 4:56:52 AM	0	Normal		15086	337862078	476439250	Random200_0324_73_Prompt1.jpg	AdsT2Iv3	https://themensroombarberandspaga.hibuwebsites.com/	https://unitorchazureblob.blob.core.windows.net/bic/Random200_0324_73_Prompt1.jpg	1312996149	Bad	Good	Good	GoodOrN/A	GoodOrN/A	Good	Bad	N/A	
1628038	-1	-1	0	Normal		2	0		4/1/2026 4:58:57 AM	0	Normal		120000	337862540	476439712	Random200_0324_106_Prompt3.jpg	AdsT2Iv3	http://za.mytrip.com/from/bing/rf/destination?text=11&from=&domain=bing&campaign=non-brand-generic	https://unitorchazureblob.blob.core.windows.net/bic/Random200_0324_106_Prompt3.jpg	1312997535	Bad	Good	Good	GoodOrN/A	GoodOrN/A	Good	Bad	N/A	
1628038	-1	-1	0	Normal		2	0		4/1/2026 4:59:53 AM	0	Normal		55262	337862708	476439880	Random200_0324_179_Prompt1.jpg	AdsT2Iv3	https://www.ketelone.com/vodkas	https://unitorchazureblob.blob.core.windows.net/bic/Random200_0324_179_Prompt1.jpg	1312998039	Good	Good	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	N/A	
1628038	-1	-1	0	Normal		2	0		4/1/2026 5:00:24 AM	0	Normal		30215	337862079	476439251	Random200_0324_23_Prompt3.jpg	AdsT2Iv3	https://www.marken.com/capabilities/quality-assurance/	https://unitorchazureblob.blob.core.windows.net/bic/Random200_0324_23_Prompt3.jpg	1312996152	Bad	Good	Good	GoodOrN/A	GoodOrN/A	Good	Bad	N/A	
1628038	-1	-1	0	Normal		2	0		4/1/2026 5:00:43 AM	0	Normal		18773	337862226	476439398	Random200_0324_139_Prompt4.jpg	AdsT2Iv3	https://base44.com/	https://unitorchazureblob.blob.core.windows.net/bic/Random200_0324_139_Prompt4.jpg	1312996593	Good	Good	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	N/A	
1628038	-1	-1	0	Normal		2	0		4/1/2026 5:02:03 AM	0	Normal		79607	337862709	476439881	Random200_0324_145_Prompt4.jpg	AdsT2Iv3	https://www.icslearn.co.uk/lp/cipd/cipd-hr-courses-global/	https://unitorchazureblob.blob.core.windows.net/bic/Random200_0324_145_Prompt4.jpg	1312998042	Good	Good	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	N/A	
1628038	-1	-1	0	Normal		2	0		4/1/2026 5:02:24 AM	0	Normal		19855	337862619	476439791	Random200_0324_13_Prompt1.jpg	AdsT2Iv3	https://matadoreyeworks.com/contact-matador-eyeworks-in-milton-ontario/	https://unitorchazureblob.blob.core.windows.net/bic/Random200_0324_13_Prompt1.jpg	1312997772	Good	Good	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	N/A	
1628038	-1	-1	0	Normal		2	0		4/1/2026 5:02:44 AM	0	Normal		20050	337862787	476439959	Random200_0324_72_Prompt1.jpg	AdsT2Iv3	https://atomizersking.com	https://unitorchazureblob.blob.core.windows.net/bic/Random200_0324_72_Prompt1.jpg	1312998276	Bad	Good	Good	GoodOrN/A	GoodOrN/A	Good	Bad	N/A	
1628038	-1	-1	0	Normal		2	0		4/1/2026 5:04:42 AM	0	Normal		116030	337862426	476439598	Random200_0324_19_Prompt1.jpg	AdsT2Iv3	https://www.airwick.ca/vibrant-by-air-wick/	https://unitorchazureblob.blob.core.windows.net/bic/Random200_0324_19_Prompt1.jpg	1312997193	Bad	Good	Good	GoodOrN/A	GoodOrN/A	Good	Bad	N/A	
1628038	-1	-1	0	Normal		2	0		4/1/2026 5:08:09 AM	0	Normal		120000	337862421	476439593	Random200_0324_22_Prompt1.jpg	AdsT2Iv3	https://www.kingsheatingandairrepair.com/	https://unitorchazureblob.blob.core.windows.net/bic/Random200_0324_22_Prompt1.jpg	1312997178	Bad	Good	Good	GoodOrN/A	GoodOrN/A	Good	Bad	N/A	
1628038	-1	-1	0	Normal		2	0		4/1/2026 5:10:32 AM	0	Normal		120000	337862605	476439777	Random200_0324_178_Prompt4.jpg	AdsT2Iv3	https://www.rakuten.com/?vt=popup-black-friday	https://unitorchazureblob.blob.core.windows.net/bic/Random200_0324_178_Prompt4.jpg	1312997730	Bad	Good	Good	GoodOrN/A	GoodOrN/A	Good	Bad	N/A	
1628038	-1	-1	0	Normal		2	0		4/1/2026 5:11:31 AM	0	Normal		58769	337862869	476440041	Random200_0324_77_Prompt5.jpg	AdsT2Iv3	https://www.twinkl.com/resources/usa-resources-early-childhood/early-childhood-usa/literacy-early-childhood-usa	https://unitorchazureblob.blob.core.windows.net/bic/Random200_0324_77_Prompt5.jpg	1312998522	Fair	Fair	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	N/A	
1628038	-1	-1	0	Normal		2	0		4/1/2026 5:11:46 AM	0	Normal		13880	337862174	476439346	Random200_0324_89_Prompt2.jpg	AdsT2Iv3	http://www.rentalcars.com/us/airport/us/ewr/?affiliateCode=msn_pl&preflang=en	https://unitorchazureblob.blob.core.windows.net/bic/Random200_0324_89_Prompt2.jpg	1312996437	Bad	Good	Good	GoodOrN/A	GoodOrN/A	Good	Bad	N/A	
1628038	-1	-1	0	Normal		2	0		4/1/2026 5:15:34 AM	0	Normal		120000	337862246	476439418	Random200_0324_37_Prompt3.jpg	AdsT2Iv3	https://www.staples.com/Hard-Drives-Data-Storage/cat_SC5486	https://unitorchazureblob.blob.core.windows.net/bic/Random200_0324_37_Prompt3.jpg	1312996653	Bad	Good	Good	GoodOrN/A	GoodOrN/A	Good	Bad	N/A	
1628038	-1	-1	0	Normal		2	0		4/1/2026 5:15:59 AM	0	Normal		24237	337862326	476439498	Random200_0324_89_Prompt4.jpg	AdsT2Iv3	http://www.rentalcars.com/us/airport/us/ewr/?affiliateCode=msn_pl&preflang=en	https://unitorchazureblob.blob.core.windows.net/bic/Random200_0324_89_Prompt4.jpg	1312996893	Good	Good	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	N/A	
1628038	-1	-1	0	Normal		2	0		4/1/2026 5:16:12 AM	0	Normal		12795	337862478	476439650	Random200_0324_124_Prompt2.jpg	AdsT2Iv3	https://www.dove.com/us/en/p/almond-milk-%26-green-apple-plant-milk-body-wash.html/00011111056237	https://unitorchazureblob.blob.core.windows.net/bic/Random200_0324_124_Prompt2.jpg	1312997349	Good	Good	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	N/A	
1628038	-1	-1	0	Normal		2	0		4/1/2026 5:16:26 AM	0	Normal		13356	337862175	476439347	Random200_0324_146_Prompt3.jpg	AdsT2Iv3	https://service.anumber1air.com/?&utm_source=bing&utm_medium=cpc&utm_campaign=A%20#1%20PPC-%20Branded%20807-248-8291%20New%20LP%20Test%20-%20Brand	https://unitorchazureblob.blob.core.windows.net/bic/Random200_0324_146_Prompt3.jpg	1312996440	Bad	Good	Good	GoodOrN/A	GoodOrN/A	Good	Bad	N/A	
1628038	-1	-1	0	Normal		2	0		4/1/2026 5:16:49 AM	0	Normal		22361	337862247	476439419	Random200_0324_84_Prompt5.jpg	AdsT2Iv3	https://www.homes.com/?utm_source=bing&utm_medium=cpc&utm_campaign=Homes_B_Century_21_EXACT_Competitor_Campaign&utm_content=control	https://unitorchazureblob.blob.core.windows.net/bic/Random200_0324_84_Prompt5.jpg	1312996656	Bad	Good	Good	GoodOrN/A	GoodOrN/A	Good	Bad	N/A	
1628038	-1	-1	0	Normal		2	0		4/1/2026 5:17:15 AM	0	Normal		26095	337862618	476439790	Random200_0324_3_Prompt4.jpg	AdsT2Iv3	https://www.openrent.co.uk/our-pricing	https://unitorchazureblob.blob.core.windows.net/bic/Random200_0324_3_Prompt4.jpg	1312997769	Bad	Good	Good	GoodOrN/A	GoodOrN/A	Good	Bad	N/A	
1628038	-1	-1	0	Normal		2	0		4/1/2026 5:25:44 AM	0	Normal		120000	337862786	476439958	Random200_0324_160_Prompt5.jpg	AdsT2Iv3	https://www.simplifiedecisions.com/merchant-services/	https://unitorchazureblob.blob.core.windows.net/bic/Random200_0324_160_Prompt5.jpg	1312998273	Bad	Good	Good	GoodOrN/A	Bad	Good	GoodOrN/A	N/A	
1628038	-1	-1	0	Normal		2	0		4/1/2026 5:31:44 AM	0	Normal		120000	337862989	476440161	Random200_0324_38_Prompt4.jpg	AdsT2Iv3	https://www.creditkarma.com/credit-cards/travel	https://unitorchazureblob.blob.core.windows.net/bic/Random200_0324_38_Prompt4.jpg	1312998882	Good	Good	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	N/A	
1628038	-1	-1	0	Normal		2	0		4/1/2026 5:32:07 AM	0	Normal		23367	337862304	476439476	Random200_0324_11_Prompt3.jpg	AdsT2Iv3	https://www.hooversautobody.com/collision-repair	https://unitorchazureblob.blob.core.windows.net/bic/Random200_0324_11_Prompt3.jpg	1312996827	Bad	Good	Good	GoodOrN/A	GoodOrN/A	Good	Bad	N/A	
1628038	-1	-1	0	Normal		2	0		4/1/2026 5:32:22 AM	0	Normal		13099	337862227	476439399	Random200_0324_23_Prompt5.jpg	AdsT2Iv3	https://www.marken.com/capabilities/quality-assurance/	https://unitorchazureblob.blob.core.windows.net/bic/Random200_0324_23_Prompt5.jpg	1312996596	Bad	Good	Good	GoodOrN/A	GoodOrN/A	Good	Bad	N/A	
1628038	-1	-1	0	Normal		2	0		4/1/2026 5:32:44 AM	0	Normal		21386	337862542	476439714	Random200_0324_136_Prompt5.jpg	AdsT2Iv3	https://dependableliftrentals.com/equipment/category/Boom-Lifts	https://unitorchazureblob.blob.core.windows.net/bic/Random200_0324_136_Prompt5.jpg	1312997541	Good	Good	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	N/A	
973048	-1	-1	0	Normal		2	0		4/1/2026 5:38:36 AM	0	Normal		44705	337862596	476439768	Random200_0324_180_Prompt5.jpg	AdsT2Iv3	https://www.bookabach.co.nz	https://unitorchazureblob.blob.core.windows.net/bic/Random200_0324_180_Prompt5.jpg	1312997705	Bad	Good	Good	GoodOrN/A	GoodOrN/A	Good	Bad	N/A	
973048	-1	-1	0	Normal		2	0		4/1/2026 5:39:07 AM	0	Normal		30918	337862884	476440056	Random200_0324_194_Prompt5.jpg	AdsT2Iv3	https://www.victoriasforflowers.com.au	https://unitorchazureblob.blob.core.windows.net/bic/Random200_0324_194_Prompt5.jpg	1312998569	Good	Good	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	N/A	
1628038	-1	-1	0	Normal		2	0		4/1/2026 5:39:47 AM	0	Normal		120000	337862481	476439653	Random200_0324_9_Prompt4.jpg	AdsT2Iv3	https://www.khov.com/new-construction-homes/texas/dayton/river-ranch-estates/?ref=BingSearch_HoustonEast_RiverRanchEstates	https://unitorchazureblob.blob.core.windows.net/bic/Random200_0324_9_Prompt4.jpg	1312997358	Good	Good	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	N/A	
1628038	-1	-1	0	Normal		2	0		4/1/2026 5:40:10 AM	0	Normal		22813	337862425	476439597	Random200_0324_15_Prompt4.jpg	AdsT2Iv3	https://creativeplanning.com/campaigns/fiduciary-financial-advisor-lp-nb/	https://unitorchazureblob.blob.core.windows.net/bic/Random200_0324_15_Prompt4.jpg	1312997192	Good	Good	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	N/A	
973048	-1	-1	0	Normal		2	0		4/1/2026 5:40:32 AM	0	Normal		84540	337863019	476440191	Random200_0324_46_Prompt5.jpg	AdsT2Iv3	https://www.lafayette148ny.com/women/new-arrivals	https://unitorchazureblob.blob.core.windows.net/bic/Random200_0324_46_Prompt5.jpg	1312998974	Bad	Good	Good	GoodOrN/A	Bad	Good	Bad	N/A	
1628038	-1	-1	0	Normal		2	0		4/1/2026 5:40:46 AM	0	Normal		34923	337862604	476439776	Random200_0324_96_Prompt5.jpg	AdsT2Iv3	https://www.verizon.com/home/internet	https://unitorchazureblob.blob.core.windows.net/bic/Random200_0324_96_Prompt5.jpg	1312997728	Bad	Good	Good	GoodOrN/A	GoodOrN/A	Good	Bad	N/A	
973048	-1	-1	0	Normal		2	0		4/1/2026 5:40:58 AM	0	Normal		25738	337863065	476440237	Random200_0324_180_Prompt2.jpg	AdsT2Iv3	https://www.bookabach.co.nz	https://unitorchazureblob.blob.core.windows.net/bic/Random200_0324_180_Prompt2.jpg	1312999110	Good	Good	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	N/A	
1628038	-1	-1	0	Normal		2	0		4/1/2026 5:41:10 AM	0	Normal		24355	337862706	476439878	Random200_0324_100_Prompt5.jpg	AdsT2Iv3	https://www.camprecovery.com/lp/sar-s-05/	https://unitorchazureblob.blob.core.windows.net/bic/Random200_0324_100_Prompt5.jpg	1312998033	Bad	Good	Good	GoodOrN/A	GoodOrN/A	Good	Bad	N/A	
973048	-1	-1	0	Normal		2	0		4/1/2026 5:41:23 AM	0	Normal		23727	337862652	476439824	Random200_0324_161_Prompt2.jpg	AdsT2Iv3	https://www.servpro.com/locations/ct/servpro-of-newtown-and-southern-litchfield-county/services/storm-damage?utm_source=MSN&utm_medium=cpcfranchise&cam=ppc-m-m218818-c765147-g2344082-	https://unitorchazureblob.blob.core.windows.net/bic/Random200_0324_161_Prompt2.jpg	1312997871	Bad	Good	Good	GoodOrN/A	GoodOrN/A	Good	Bad	N/A	
1628038	-1	-1	0	Normal		2	0		4/1/2026 5:41:34 AM	0	Normal		23690	337862565	476439737	Random200_0324_135_Prompt5.jpg	AdsT2Iv3	https://www.olelynggaard.com/da-dk	https://unitorchazureblob.blob.core.windows.net/bic/Random200_0324_135_Prompt5.jpg	1312997610	Bad	Good	Good	GoodOrN/A	GoodOrN/A	Good	Bad	N/A	
973048	-1	-1	0	Normal		2	0		4/1/2026 5:41:40 AM	0	Normal		16556	337862909	476440081	Random200_0324_125_Prompt5.jpg	AdsT2Iv3	https://www.n-able.com/lp/n-central-trial	https://unitorchazureblob.blob.core.windows.net/bic/Random200_0324_125_Prompt5.jpg	1312998644	Good	Good	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	N/A	
1628038	-1	-1	0	Normal		2	0		4/1/2026 5:42:08 AM	0	Normal		33052	337862307	476439479	Random200_0324_86_Prompt3.jpg	AdsT2Iv3	https://att.com/cfd/	https://unitorchazureblob.blob.core.windows.net/bic/Random200_0324_86_Prompt3.jpg	1312996836	Bad	Good	Good	GoodOrN/A	GoodOrN/A	Good	Bad	N/A	
1628038	-1	-1	0	Normal		2	0		4/1/2026 5:42:23 AM	0	Normal		14525	337862134	476439306	Random200_0324_117_Prompt1.jpg	AdsT2Iv3	https://seatgeek.com/sabrina-carpenter-tickets?lat=34.042999&lon=-118.267	https://unitorchazureblob.blob.core.windows.net/bic/Random200_0324_117_Prompt1.jpg	1312996317	Bad	Good	Good	GoodOrN/A	GoodOrN/A	Good	Bad	N/A	
973048	-1	-1	0	Normal		2	0		4/1/2026 5:43:24 AM	0	Normal		103147	337862960	476440132	Random200_0324_87_Prompt2.jpg	AdsT2Iv3	https://www.boxofficeticketsales.com/theater/the-hip-hop-nutcracker-tickets	https://unitorchazureblob.blob.core.windows.net/bic/Random200_0324_87_Prompt2.jpg	1312998796	Bad	Good	Good	GoodOrN/A	Bad	Good	Bad	N/A	
973048	-1	-1	0	Normal		2	0		4/1/2026 5:44:12 AM	0	Normal		47232	337862191	476439363	Random200_0324_80_Prompt1.jpg	AdsT2Iv3	https://www.ca.kayak.com/semi/bingadssearch/car_destination/10254/en.html?	https://unitorchazureblob.blob.core.windows.net/bic/Random200_0324_80_Prompt1.jpg	1312996490	Bad	Good	Good	GoodOrN/A	Bad	Good	Bad	N/A	
973048	-1	-1	0	Normal		2	0		4/1/2026 5:45:51 AM	0	Normal		98412	337862394	476439566	Random200_0324_148_Prompt1.jpg	AdsT2Iv3	https://www.solidor.co.uk/glass/	https://unitorchazureblob.blob.core.windows.net/bic/Random200_0324_148_Prompt1.jpg	1312997098	Bad	Good	Good	GoodOrN/A	GoodOrN/A	Good	Bad	N/A	
1628038	-1	-1	0	Normal		2	0		4/1/2026 5:46:34 AM	0	Normal		120000	337862422	476439594	Random200_0324_138_Prompt4.jpg	AdsT2Iv3	https://www.lastminute.com/dch/holidays/brazil/ilheus/	https://unitorchazureblob.blob.core.windows.net/bic/Random200_0324_138_Prompt4.jpg	1312997181	Bad	Good	Good	GoodOrN/A	GoodOrN/A	Good	Bad	N/A	
1628038	-1	-1	0	Normal		2	0		4/1/2026 5:46:48 AM	0	Normal		14219	337862870	476440042	Random200_0324_96_Prompt4.jpg	AdsT2Iv3	https://www.verizon.com/home/internet	https://unitorchazureblob.blob.core.windows.net/bic/Random200_0324_96_Prompt4.jpg	1312998525	Bad	Good	Good	GoodOrN/A	GoodOrN/A	Good	Bad	N/A	
1628038	-1	-1	0	Normal		2	0		4/1/2026 5:47:04 AM	0	Normal		15012	337862607	476439779	Random200_0324_105_Prompt2.jpg	AdsT2Iv3	https://trustedandprompt.com/pest_control-Levelland-TX/spiders/234165_948_f533bc.html?source=bing	https://unitorchazureblob.blob.core.windows.net/bic/Random200_0324_105_Prompt2.jpg	1312997736	Bad	Good	Good	GoodOrN/A	GoodOrN/A	Good	Bad	N/A	
973048	-1	-1	0	Normal		2	0		4/1/2026 5:50:26 AM	0	Normal		55117	337862450	476439622	Random200_0324_121_Prompt3.jpg	AdsT2Iv3	https://4throws.com/	https://unitorchazureblob.blob.core.windows.net/bic/Random200_0324_121_Prompt3.jpg	1312997266	Good	Good	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	N/A	
973048	-1	-1	0	Normal		2	0		4/1/2026 5:50:46 AM	0	Normal		19125	337862770	476439942	Random200_0324_72_Prompt2.jpg	AdsT2Iv3	https://atomizersking.com	https://unitorchazureblob.blob.core.windows.net/bic/Random200_0324_72_Prompt2.jpg	1312998226	Good	Good	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	N/A	
973048	-1	-1	0	Normal		2	0		4/1/2026 5:51:09 AM	0	Normal		22347	337862521	476439693	Random200_0324_187_Prompt1.jpg	AdsT2Iv3	https://www.basspro.com/c/fall-hunting-classic-sale?rid=20	https://unitorchazureblob.blob.core.windows.net/bic/Random200_0324_187_Prompt1.jpg	1312997480	Bad	Good	Good	GoodOrN/A	GoodOrN/A	Good	Bad	N/A	
973048	-1	-1	0	Normal		2	0		4/1/2026 5:51:32 AM	0	Normal		22763	337863062	476440234	Random200_0324_31_Prompt4.jpg	AdsT2Iv3	https://www.virginaustralia.com/au/en/	https://unitorchazureblob.blob.core.windows.net/bic/Random200_0324_31_Prompt4.jpg	1312999102	Bad	Good	Good	GoodOrN/A	GoodOrN/A	Good	Bad	N/A	
973048	-1	-1	0	Normal		2	0		4/1/2026 5:51:53 AM	0	Normal		20228	337862764	476439936	Random200_0324_35_Prompt3.jpg	AdsT2Iv3	https://www.bruggemanexteriorsmn.com/?utm_ci=Q1V9OV1&utm_channel=search&utm_ad=7978104&utm_cm=10352	https://unitorchazureblob.blob.core.windows.net/bic/Random200_0324_35_Prompt3.jpg	1312998207	Good	Good	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	N/A	
973048	-1	-1	0	Normal		2	0		4/1/2026 5:53:01 AM	0	Normal		67106	337862908	476440080	Random200_0324_198_Prompt3.jpg	AdsT2Iv3	https://www.cruisecritic.com/smart-deals/maxprice-2500	https://unitorchazureblob.blob.core.windows.net/bic/Random200_0324_198_Prompt3.jpg	1312998639	Bad	Good	Good	GoodOrN/A	Bad	Good	Bad	N/A	
1628038	-1	-1	0	Normal		2	0		4/1/2026 5:53:06 AM	0	Normal		120000	337862617	476439789	Random200_0324_66_Prompt3.jpg	AdsT2Iv3	https://nemovote.com/	https://unitorchazureblob.blob.core.windows.net/bic/Random200_0324_66_Prompt3.jpg	1312997768	Good	Good	Good	GoodOrN/A	GoodOrN/A	Good	GoodOrN/A	N/A	
1628038	-1	-1	0	Normal		2	0		4/1/2026 5:53:26 AM	0	Normal		20159	337862785	476439957	Random200_0324_134_Prompt3.jpg	AdsT2Iv3	https://specialcourierdriving.convertri.com/courierdrivingjobs	https://unitorchazureblob.blob.core.windows.net/bic/Random200_0324_134_Prompt3.jpg	1312998272	Bad	Good	Good	GoodOrN/A	GoodOrN/A	Good	Bad	N/A	
